10,10,7,11,11,0,

0,2,2,2,0,0,
0,0,0,5,5,9,
12,12,3,4,0,9,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,0,
0,0,0,5,5,9,
12,12,3,4,0,9,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,0,2,2,2,
0,0,0,5,5,9,
12,12,3,4,0,9,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,0,2,2,2,
0,0,3,5,5,9,
12,12,3,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,0,
0,0,3,5,5,9,
12,12,3,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,2,2,2,0,0,
0,0,3,5,5,9,
12,12,3,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

2,2,2,0,0,0,
0,0,3,5,5,9,
12,12,3,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

2,2,2,0,0,9,
0,0,3,5,5,9,
12,12,3,4,0,0,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,2,2,2,0,9,
0,0,3,5,5,9,
12,12,3,4,0,0,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,9,
0,0,3,5,5,9,
12,12,3,4,0,0,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,9,
0,0,0,5,5,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,2,2,2,0,9,
0,0,0,5,5,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

2,2,2,0,0,9,
0,0,0,5,5,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

2,2,2,0,0,9,
0,0,5,5,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,2,2,2,0,9,
0,0,5,5,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,9,
0,0,5,5,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,9,
0,5,5,0,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,2,2,2,0,9,
0,5,5,0,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

2,2,2,0,0,9,
0,5,5,0,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

2,2,2,0,0,9,
5,5,0,0,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,2,2,2,0,9,
5,5,0,0,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,9,
5,5,0,0,0,9,
12,12,3,4,0,0,
1,6,3,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,2,2,2,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

2,2,2,0,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

2,2,2,0,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,2,2,2,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,2,2,2,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,0,2,2,2,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
12,12,0,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,12,12,4,0,9,
1,6,0,4,8,8,
1,6,7,4,0,0,
10,10,7,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
0,12,12,4,0,9,
1,6,0,4,8,8,
1,6,7,0,0,0,
10,10,7,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
1,12,12,4,0,9,
1,6,0,4,8,8,
0,6,7,0,0,0,
10,10,7,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
1,12,12,4,0,9,
1,6,0,4,8,8,
0,6,7,4,0,0,
10,10,7,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
1,12,12,4,0,9,
1,6,7,4,8,8,
0,6,7,4,0,0,
10,10,0,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
1,12,12,4,0,9,
1,6,7,4,8,8,
0,6,7,0,0,0,
10,10,0,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
0,12,12,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
12,12,0,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

0,0,0,2,2,2,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

0,0,2,2,2,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

0,2,2,2,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

2,2,2,0,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

2,2,2,4,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,0,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

2,2,2,4,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,0,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

2,2,2,0,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

0,2,2,2,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

0,0,2,2,2,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
10,10,0,11,11,0,

0,0,2,2,2,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

0,2,2,2,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

2,2,2,0,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

2,2,2,0,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

0,2,2,2,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

0,0,2,2,2,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

0,0,0,2,2,2,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
12,12,0,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,12,12,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
10,10,0,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,12,12,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
12,12,0,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

0,0,0,2,2,2,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

0,0,2,2,2,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

0,2,2,2,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

2,2,2,0,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

2,2,2,0,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

0,2,2,2,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

0,0,2,2,2,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,11,11,0,

0,0,2,2,2,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

0,2,2,2,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

2,2,2,0,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

2,2,2,4,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,0,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

2,2,2,4,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,0,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

2,2,2,0,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

0,2,2,2,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

0,0,2,2,2,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

0,0,0,2,2,2,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
12,12,0,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
0,12,12,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
1,12,12,4,0,9,
1,6,7,4,8,8,
0,6,7,0,0,0,
0,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
0,12,12,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,4,0,9,
12,12,0,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

0,0,0,2,2,2,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

0,0,2,2,2,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

0,2,2,2,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

2,2,2,0,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

2,2,2,4,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,0,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

2,2,2,4,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
0,6,7,0,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

2,2,2,0,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

0,2,2,2,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

0,0,2,2,2,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,11,11,0,

0,0,2,2,2,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

0,2,2,2,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

2,2,2,0,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

2,2,2,0,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

0,2,2,2,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

0,0,2,2,2,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

0,0,0,2,2,2,
5,5,3,0,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
12,12,0,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,12,12,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
1,12,12,4,0,9,
1,6,7,4,8,8,
0,6,7,4,0,0,
0,10,10,11,11,0,

0,0,3,2,2,2,
5,5,3,0,0,9,
1,12,12,4,0,9,
1,6,7,4,8,8,
0,6,7,4,0,0,
0,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,4,0,9,
1,12,12,4,0,9,
1,6,7,4,8,8,
0,6,7,0,0,0,
0,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,4,0,9,
0,12,12,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,4,0,9,
12,12,0,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

0,0,0,2,2,2,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

0,0,2,2,2,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

0,2,2,2,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

2,2,2,0,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

2,2,2,4,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
1,6,7,0,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

2,2,2,4,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,0,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

2,2,2,0,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

0,2,2,2,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

0,0,2,2,2,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,0,0,0,
0,10,10,0,11,11,

0,0,2,2,2,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

0,2,2,2,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

2,2,2,0,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

2,2,2,0,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

0,2,2,2,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

0,0,2,2,2,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

0,0,0,2,2,2,
5,5,3,0,0,9,
12,12,3,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
12,12,0,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,12,12,4,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,12,12,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
12,12,0,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

0,0,0,2,2,2,
5,5,3,0,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

0,0,2,2,2,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

0,2,2,2,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

2,2,2,0,0,0,
5,5,3,0,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

2,2,2,0,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

0,2,2,2,0,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

0,0,2,2,2,9,
5,5,3,0,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,0,11,11,

0,0,2,2,2,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

0,2,2,2,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

2,2,2,0,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

2,2,2,4,0,9,
5,5,3,4,0,9,
12,12,3,4,0,0,
0,6,7,0,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

2,2,2,4,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,0,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

2,2,2,0,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

0,2,2,2,0,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

0,0,2,2,2,0,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

0,0,0,2,2,2,
5,5,3,4,0,9,
12,12,3,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,4,0,9,
12,12,0,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,4,0,9,
0,12,12,4,0,9,
0,6,7,4,8,8,
1,6,7,0,0,0,
1,10,10,0,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,12,12,0,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
12,12,0,0,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

0,0,0,2,2,2,
5,5,3,0,0,9,
12,12,3,0,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

0,0,2,2,2,0,
5,5,3,0,0,9,
12,12,3,0,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

0,2,2,2,0,0,
5,5,3,0,0,9,
12,12,3,0,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

2,2,2,0,0,0,
5,5,3,0,0,9,
12,12,3,0,0,9,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

2,2,2,0,0,9,
5,5,3,0,0,9,
12,12,3,0,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

0,2,2,2,0,9,
5,5,3,0,0,9,
12,12,3,0,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

0,0,2,2,2,9,
5,5,3,0,0,9,
12,12,3,0,0,0,
0,6,7,4,8,8,
1,6,7,4,0,0,
1,10,10,4,11,11,

0,0,2,2,2,9,
5,5,3,0,0,9,
12,12,3,0,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,2,2,2,0,9,
5,5,3,0,0,9,
12,12,3,0,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

2,2,2,0,0,9,
5,5,3,0,0,9,
12,12,3,0,0,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

2,2,2,0,0,0,
5,5,3,0,0,9,
12,12,3,0,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,2,2,2,0,0,
5,5,3,0,0,9,
12,12,3,0,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,0,2,2,2,0,
5,5,3,0,0,9,
12,12,3,0,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,0,0,2,2,2,
5,5,3,0,0,9,
12,12,3,0,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
12,12,0,0,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,12,12,0,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,0,12,12,0,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,0,3,2,2,2,
5,5,3,0,0,9,
0,0,0,12,12,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,0,0,2,2,2,
5,5,3,0,0,9,
0,0,3,12,12,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,0,2,2,2,0,
5,5,3,0,0,9,
0,0,3,12,12,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

0,2,2,2,0,0,
5,5,3,0,0,9,
0,0,3,12,12,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

2,2,2,0,0,0,
5,5,3,0,0,9,
0,0,3,12,12,9,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

2,2,2,0,0,9,
5,5,3,0,0,9,
0,0,3,12,12,0,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

2,2,2,0,0,9,
5,5,3,0,0,9,
0,0,3,0,12,12,
1,6,7,4,8,8,
1,6,7,4,0,0,
0,10,10,4,11,11,

